"Rk,Player,WS,WS,Season,Age,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Player-additional"
"957,Hal Crisler,0.1,0.1,1946-47,23,BOS,4,,,2,6,2,6,,,2,2,,,,0,,,,6,6,.333,.333,,1.000,.436,.333,F,crislha01"
"958,Blake Griffin,0.1,0.1,2022-23,33,BOS,5,1,50,5,12,3,7,2,5,5,6,5,7,12,5,2,0,4,9,17,.417,.429,.400,.833,.581,.500,F,griffbl01"
"959,Kendrick Perkins,0.1,0.1,2003-04,19,BOS,10,0,35,8,15,8,15,0,0,6,9,5,9,14,3,0,2,5,6,22,.533,.533,,.667,.580,.533,C,perkike01"
"960,Maurice King,0.1,0.1,1959-60,24,BOS,1,,19,5,8,5,8,,,0,1,,,4,2,,,,3,10,.625,.625,,.000,.592,.625,G,kingma01"
"961,Jordan Mickey,0.1,0.1,2016-17,22,BOS,25,1,141,15,34,15,33,0,1,8,14,13,21,34,7,3,6,9,12,38,.441,.455,.000,.571,.473,.441,F,mickejo01"
"962,Carsen Edwards,0.1,0.1,2019-20,21,BOS,37,0,351,42,128,18,52,24,76,13,19,6,41,47,24,12,4,15,34,121,.328,.346,.316,.684,.444,.422,G,edwarca01"
"963,Kenny Rollins,0.1,0.1,1952-53,29,BOS,43,,426,38,115,38,115,,,22,27,,,45,46,,,,63,98,.330,.330,,.815,.386,.330,G,rollike01"
"964,Stacey King,0.1,0.1,1996-97,30,BOS,5,0,33,5,7,5,7,0,0,2,3,1,8,9,1,0,1,1,3,12,.714,.714,,.667,.721,.714,F-C,kingst01"
"965,Si Green,0.1,0.1,1965-66,32,BOS,10,,92,12,31,12,31,,,8,16,,,11,9,,,,16,32,.387,.387,,.500,.421,.387,G-F,greensi01"
"966,Mo Mahoney,0.1,0.1,1952-53,25,BOS,6,,34,4,10,4,10,,,4,5,,,7,1,,,,7,12,.400,.400,,.800,.492,.400,F,mahonmo01"
"967,Kenny Battle,0.1,0.1,1992-93,28,BOS,3,1,29,6,13,6,12,0,1,2,2,7,4,11,2,1,0,2,2,14,.462,.500,.000,1.000,.504,.462,F,battlke01"
"968,Stojko Vranković,0.1,0.1,1991-92,28,BOS,19,0,110,15,32,15,32,0,0,7,12,8,20,28,5,0,17,10,22,37,.469,.469,,.583,.496,.469,C,vrankst01"
"969,Jack Hewson,0.1,0.1,1947-48,23,BOS,24,,,22,89,22,89,,,21,30,,,,1,,,,39,65,.247,.247,,.700,.318,.247,F-C,hewsoja01"
"970,Gerald Wallace,0.1,0.1,2014-15,32,BOS,32,0,286,14,34,13,31,1,3,6,15,17,40,57,11,15,4,18,19,35,.412,.419,.333,.400,.431,.426,F,wallage01"
"971,Todd Lichti,0.1,0.1,1993-94,27,BOS,4,0,48,6,14,6,14,0,0,7,14,2,6,8,6,5,1,3,4,19,.429,.429,,.500,.471,.429,G-F,lichtto01"
"972,Jordan Mickey,0.1,0.1,2015-16,21,BOS,16,0,57,8,22,8,22,0,0,5,10,6,7,13,1,0,11,1,5,21,.364,.364,,.500,.398,.364,F,mickejo01"
"973,Marquis Daniels,0.1,0.1,2011-12,31,BOS,38,0,484,52,143,52,133,0,10,17,23,16,50,66,47,21,9,28,36,121,.364,.391,.000,.739,.395,.364,G-F,daniema01"
"974,Chris Johnson,0.1,0.1,2010-11,25,BOS,4,0,32,2,3,2,3,0,0,2,2,1,4,5,1,0,3,2,3,6,.667,.667,,1.000,.773,.667,C,johnsch03"
"975,Matt Wenstrom,0.1,0.1,1993-94,23,BOS,11,0,37,6,10,6,10,0,0,6,10,6,6,12,0,0,2,4,7,18,.600,.600,,.600,.625,.600,C,wenstma01"
"976,Rich Johnson,0.1,0.1,1968-69,22,BOS,31,,163,29,76,29,76,,,11,23,,,52,7,,,,40,69,.382,.382,,.478,.401,.382,C,johnsri01"
"977,Phil Hankinson,0.1,0.1,1974-75,23,BOS,3,,24,6,11,6,11,,,0,0,1,6,7,2,1,0,,3,12,.545,.545,,,.545,.545,F,hankiph01"
"978,John Mahnken,0.1,0.1,1951-52,29,BOS,60,,581,78,227,78,227,,,26,43,,,132,63,,,,91,182,.344,.344,,.605,.370,.344,C,mahnkjo01"
"979,Greg Kite,0.1,0.1,1985-86,24,BOS,64,2,464,34,91,34,90,0,1,15,39,35,93,128,17,3,28,32,81,83,.374,.378,.000,.385,.384,.374,C,kitegr01"
"980,Theo Ratliff,0.1,0.1,2006-07,33,BOS,2,2,44,1,3,1,3,0,0,3,4,2,5,7,0,1,3,1,6,5,.333,.333,,.750,.525,.333,C-F,ratlith01"
"981,Tony Harris,0.1,0.1,1994-95,27,BOS,3,0,18,3,8,3,7,0,1,8,9,0,0,0,0,0,0,1,2,14,.375,.429,.000,.889,.585,.375,G,harrito01"
"982,Brodric Thomas,0.1,0.1,2021-22,25,BOS,12,0,60,8,18,6,9,2,9,3,5,2,8,10,11,1,1,6,7,21,.444,.667,.222,.600,.520,.500,G,thomabr01"
"983,Carlos Arroyo,0.1,0.1,2010-11,31,BOS,15,1,190,11,35,8,30,3,5,11,12,7,16,23,25,7,0,17,11,36,.314,.267,.600,.917,.447,.357,G,arroyca01"
"984,Dana Barros,0.1,0.1,2003-04,36,BOS,1,0,11,2,3,2,3,0,0,2,2,0,0,0,0,0,0,0,2,6,.667,.667,,1.000,.773,.667,G,barroda01"
"985,Patrick O'Bryant,0.1,0.1,2008-09,22,BOS,26,0,108,16,31,16,31,0,0,8,12,7,27,34,8,3,8,17,29,40,.516,.516,,.667,.551,.516,C,obryapa01"
"986,Greg Monroe,0.1,0.1,2018-19,28,BOS,2,0,5,3,5,3,5,0,0,0,0,3,0,3,1,0,0,0,0,6,.600,.600,,,.600,.600,C-F,monrogr01"
"987,Gabe Pruitt,0.1,0.1,2007-08,21,BOS,15,0,95,14,39,11,27,3,12,1,2,1,7,8,13,5,0,5,10,32,.359,.407,.250,.500,.401,.397,G,pruitga01"
"988,James Young,0.1,0.1,2015-16,20,BOS,29,0,199,11,36,5,10,6,26,1,4,4,22,26,9,6,1,5,17,29,.306,.500,.231,.250,.384,.389,G-F,youngja01"
"989,Greg Kite,0.1,0.1,1984-85,23,BOS,55,4,424,33,88,33,88,0,0,22,32,38,51,89,17,3,10,29,84,88,.375,.375,,.688,.431,.375,C,kitegr01"
"990,Dave Popson,0.0,0.0,1990-91,26,BOS,19,0,64,13,32,13,32,0,0,9,10,7,7,14,2,1,2,6,12,35,.406,.406,,.900,.481,.406,F-C,popsoda01"
"991,Bart Kofoed,0.0,0.0,1992-93,28,BOS,7,0,41,3,13,3,12,0,1,11,14,0,1,1,10,2,1,3,1,17,.231,.250,.000,.786,.444,.231,G,kofoeba01"
"992,Bones McKinney,0.0,0.0,1950-51,32,BOS,34,,,90,284,90,284,,,55,74,,,179,79,,,,122,235,.317,.317,,.743,.371,.317,F-C,mckinbo01"
"993,Tom Barker,0.0,0.0,1978-79,23,BOS,12,,131,21,48,21,48,,,11,15,12,18,30,6,4,4,13,26,53,.438,.438,,.733,.485,.438,C-F,barketo01"
"994,Oliver Lafayette,0.0,0.0,2009-10,25,BOS,1,0,22,3,6,2,4,1,2,0,0,1,3,4,2,0,0,1,0,7,.500,.500,.500,,.583,.583,G,lafayol01"
"995,Rich Niemann,0.0,0.0,1969-70,23,BOS,6,,18,2,5,2,5,,,2,2,,,6,2,,,,10,6,.400,.400,,1.000,.510,.400,C,niemari01"
"996,Henry Walker,0.0,0.0,2009-10,22,BOS,8,0,29,3,6,3,6,0,0,2,2,0,5,5,3,0,0,2,4,8,.500,.500,,1.000,.581,.500,F,walkebi01"
"997,Ramón Rivas,0.0,0.0,1988-89,22,BOS,28,0,91,12,31,12,30,0,1,16,25,9,15,24,3,4,1,9,21,40,.387,.400,.000,.640,.476,.387,F-C,rivasra01"
"998,Derek Smith,0.0,0.0,1990-91,29,BOS,2,0,16,1,4,1,3,0,1,3,4,0,0,0,5,1,1,1,3,5,.250,.333,.000,.750,.434,.250,G-F,smithde02"
"999,Mark Minor,0.0,0.0,1972-73,22,BOS,4,,20,1,4,1,4,,,3,4,,,4,2,,,,5,5,.250,.250,,.750,.434,.250,F,minorma01"
"1000,J.R. Giddens,0.0,0.0,2008-09,23,BOS,6,0,8,2,3,2,3,0,0,0,0,2,1,3,0,1,0,1,1,4,.667,.667,,,.667,.667,G,giddejr01"
"1001,Jarvis Varnado,0.0,0.0,2012-13,24,BOS,5,0,18,2,4,2,4,0,0,2,4,1,2,3,1,1,0,1,1,6,.500,.500,,.500,.521,.500,F,varnaja01"
"1002,Jamel Thomas,0.0,0.0,1999-00,26,BOS,3,0,19,5,10,5,9,0,1,1,1,0,2,2,2,0,0,1,0,11,.500,.556,.000,1.000,.527,.500,F,thomaja01"
"1003,J.R. Giddens,0.0,0.0,2009-10,24,BOS,21,1,99,9,21,9,19,0,2,6,12,4,16,20,6,4,1,7,10,24,.429,.474,.000,.500,.457,.429,G,giddejr01"
"1004,Bob Houbregs,0.0,0.0,1954-55,22,BOS,2,,15,0,0,0,0,,,1,1,,,1,2,,,,4,1,,,,1.000,1.136,,C-F,houbrbo01"
"1005,Roy Rogers,0.0,0.0,1997-98,24,BOS,9,0,37,3,8,3,8,0,0,1,2,0,5,5,1,2,4,1,6,7,.375,.375,,.500,.394,.375,F,rogerro02"
"1006,MarShon Brooks,0.0,0.0,2013-14,25,BOS,10,0,73,9,24,7,20,2,4,11,14,1,18,19,4,1,1,7,5,31,.375,.350,.500,.786,.514,.417,G-F,brookma01"
"1007,Conner Henry,0.0,0.0,1987-88,24,BOS,10,0,81,11,28,8,20,3,8,9,10,2,8,10,12,1,1,9,11,34,.393,.400,.375,.900,.525,.446,G,henryco01"
"1008,Dwight Powell,0.0,0.0,2014-15,23,BOS,5,0,9,4,5,4,5,0,0,1,2,0,1,1,0,2,0,2,1,9,.800,.800,,.500,.765,.800,F-C,poweldw01"
"1009,Jim Barnett,0.0,0.0,1966-67,22,BOS,48,,383,78,211,78,211,,,42,62,,,53,41,,,,61,198,.370,.370,,.677,.415,.370,G-F,barneji02"
"1010,Curtis Rowe,0.0,0.0,1978-79,29,BOS,53,,1222,151,346,151,346,,,52,75,79,163,242,69,15,13,88,105,354,.436,.436,,.693,.467,.436,F,rowecu01"
"1011,Romeo Langford,0.0,0.0,2020-21,21,BOS,18,4,283,21,59,16,41,5,18,9,12,12,23,35,13,6,5,10,24,56,.356,.390,.278,.750,.436,.398,G,langfro01"
"1012,Ron Watts,0.0,0.0,1965-66,22,BOS,1,,3,1,2,1,2,,,0,0,,,1,1,,,,1,2,.500,.500,,,.500,.500,F,wattsro01"
"1013,Tracy Jackson,0.0,0.0,1981-82,22,BOS,11,0,66,10,26,10,26,0,0,6,10,7,5,12,5,3,0,6,5,26,.385,.385,,.600,.428,.385,G-F,jackstr01"
"1014,Bob Brannum,0.0,0.0,1953-54,27,BOS,71,,1729,140,453,140,453,,,129,206,,,509,144,,,,280,409,.309,.309,,.626,.376,.309,F-C,brannbo01"
"1015,Tom Sanders,0.0,0.0,1970-71,32,BOS,17,,121,16,44,16,44,,,7,8,,,17,11,,,,25,39,.364,.364,,.875,.410,.364,F,sandeto01"
"1016,Fab Melo,0.0,0.0,2012-13,22,BOS,6,0,36,3,6,3,6,0,0,1,4,0,3,3,0,2,2,1,7,7,.500,.500,,.250,.451,.500,C,melofa01"
"1017,Jim Ard,0.0,0.0,1977-78,29,BOS,1,,9,0,1,0,1,,,1,2,1,3,4,1,0,0,0,1,1,.000,.000,,.500,.266,.000,F-C,ardji01"
"1018,Joe Johnson,0.0,0.0,2021-22,40,BOS,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.000,1.000,,,1.000,1.000,G-F,johnsjo02"
"1019,Al Lucas,0.0,0.0,1948-49,26,BOS,2,,,1,3,1,3,,,0,0,,,,2,,,,0,2,.333,.333,,,.333,.333,F-G,lucasal01"
"1020,Bones McKinney,0.0,0.0,1951-52,33,BOS,63,,1083,136,418,136,418,,,65,80,,,175,111,,,,148,337,.325,.325,,.813,.372,.325,F-C,mckinbo01"
"1021,Michael Stewart,0.0,0.0,2003-04,28,BOS,17,0,71,2,5,2,5,0,0,1,2,3,8,11,0,1,2,2,13,5,.400,.400,,.500,.425,.400,C,stewami01"
"1022,JD Davison,0.0,0.0,2022-23,20,BOS,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,,,,,G,davisjd01"
"1023,Chris Herren,0.0,0.0,2000-01,25,BOS,25,7,408,29,96,13,41,16,55,9,12,4,17,21,56,14,0,20,43,83,.302,.317,.291,.750,.410,.385,G,herrech01"
"1024,Justin Jackson,0.0,0.0,2021-22,26,BOS,1,0,2,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,2,.000,.000,,1.000,.532,.000,G-F,jacksju01"
"1025,Tom Gugliotta,0.0,0.0,2004-05,35,BOS,20,0,218,11,37,11,37,0,0,4,6,15,28,43,12,9,4,9,23,26,.297,.297,,.667,.328,.297,F,guglito01"
"1026,Bruce Bowen,0.0,0.0,1998-99,27,BOS,30,1,494,26,93,19,67,7,26,11,24,15,37,52,28,21,9,13,51,70,.280,.284,.269,.458,.338,.317,F,bowenbr01"
"1027,Marlon Garnett,0.0,0.0,1998-99,23,BOS,24,0,205,15,51,9,28,6,23,15,20,3,18,21,18,5,1,12,18,51,.294,.321,.261,.750,.426,.353,G,garnema01"
"1028,Tony Massenburg,0.0,0.0,1991-92,24,BOS,7,0,46,4,9,4,9,0,0,2,4,2,7,9,0,0,1,2,7,10,.444,.444,,.500,.465,.444,F,masseto01"
"1029,Shavlik Randolph,0.0,0.0,2014-15,31,BOS,5,0,25,3,10,3,9,0,1,1,2,4,8,12,1,1,1,1,3,7,.300,.333,.000,.500,.322,.300,F,randosh01"
"1030,Justin Jackson,0.0,0.0,2022-23,27,BOS,3,0,15,2,6,0,1,2,5,0,0,0,1,1,1,0,0,0,2,6,.333,.000,.400,,.500,.500,G-F,jacksju01"
"1031,Gordon Hayward,0.0,0.0,2017-18,27,BOS,1,1,5,1,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,2,.500,1.000,.000,,.500,.500,F-G,haywago01"
"1032,Charles Smith,0.0,0.0,1990-91,23,BOS,5,0,30,3,7,3,7,0,0,3,5,0,2,2,6,1,0,3,7,9,.429,.429,,.600,.489,.429,G,smithch02"
"1033,Gene Conley,0.0,0.0,1952-53,22,BOS,39,,461,35,108,35,108,,,18,31,,,171,19,,,,74,88,.324,.324,,.581,.362,.324,C-F,conlege01"
"1034,Mikki Moore,0.0,0.0,2002-03,27,BOS,3,0,12,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,6,0,.000,.000,,,.000,.000,C-F,mooremi01"
"1035,Lester Hudson,0.0,0.0,2009-10,25,BOS,16,0,70,7,18,4,13,3,5,5,6,3,5,8,8,3,2,9,7,22,.389,.308,.600,.833,.533,.472,G,hudsole01"
"1036,Randy Brown,0.0,0.0,2001-02,33,BOS,1,0,6,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,.000,.000,,,.000,.000,G,brownra02"
"1037,Coty Clarke,0.0,0.0,2015-16,23,BOS,3,0,6,2,4,0,2,2,2,0,0,0,1,1,0,0,0,1,0,6,.500,.000,1.000,,.750,.750,F,clarkco01"
"1038,Juwan Morgan,0.0,0.0,2021-22,24,BOS,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,F,morgaju01"
"1039,C.J. Miles,0.0,0.0,2021-22,34,BOS,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,G-F,milescj01"
"1040,Reggie Hanson,0.0,0.0,1997-98,29,BOS,8,0,26,3,6,3,6,0,0,0,0,3,3,6,1,2,1,3,8,6,.500,.500,,,.500,.500,F,hansore01"
"1041,Jarell Eddie,0.0,0.0,2017-18,26,BOS,2,0,6,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,.000,,.000,,.000,.000,G-F,eddieja01"
"1042,Mark Bryant,0.0,0.0,2002-03,37,BOS,2,0,9,0,1,0,1,0,0,0,0,0,2,2,1,0,0,0,2,0,.000,.000,,,.000,.000,F-C,bryanma01"
"1043,Pervis Ellison,0.0,0.0,1996-97,29,BOS,6,4,125,6,16,6,16,0,0,3,5,9,17,26,4,5,9,7,21,15,.375,.375,,.600,.412,.375,F-C,ellispe01"
"1044,Dick Mehen,0.0,0.0,1950-51,28,BOS,7,,,17,52,17,52,,,10,15,,,26,11,,,,14,44,.327,.327,,.667,.375,.327,F-C,mehendi01"
"1045,Nik Stauskas,0.0,0.0,2021-22,28,BOS,6,0,15,2,6,0,0,2,6,1,2,0,0,0,1,0,0,1,0,7,.333,,.333,.500,.509,.500,G,stausni01"
"1046,Todd Mundt,0.0,0.0,1995-96,25,BOS,9,0,33,3,9,3,9,0,0,0,0,1,2,3,1,1,1,0,6,6,.333,.333,,,.333,.333,C,mundtto01"
"1047,Moe Becker,0.0,0.0,1946-47,29,BOS,6,,,5,22,5,22,,,3,4,,,,1,,,,15,13,.227,.227,,.750,.274,.227,G-F,beckemo01"
"1048,Larry Sykes,0.0,0.0,1995-96,22,BOS,1,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,,,,,,,F,sykesla01"
"1049,Jim Loscutoff,0.0,0.0,1957-58,27,BOS,5,,56,11,31,11,31,,,1,3,,,20,1,,,,8,23,.355,.355,,.333,.356,.355,F,loscuji01"
"1050,Jay Humphries,0.0,0.0,1994-95,32,BOS,6,0,52,4,9,4,8,0,1,2,4,2,1,3,10,2,0,5,10,10,.444,.500,.000,.500,.465,.444,G,humphja01"
"1051,Chuck Cooper,0.0,0.0,1953-54,27,BOS,70,,1101,78,261,78,261,,,78,116,,,304,74,,,,150,234,.299,.299,,.672,.375,.299,F,coopech01"
"1052,Ed Searcy,0.0,0.0,1975-76,23,BOS,4,,12,2,6,2,6,,,2,2,0,0,0,1,0,0,,4,6,.333,.333,,1.000,.436,.333,F,searced01"
"1053,Chris Babb,0.0,0.0,2013-14,23,BOS,14,0,132,8,30,2,3,6,27,0,0,4,13,17,3,6,0,3,13,22,.267,.667,.222,,.367,.367,G,babbch01"
"1054,Rubén Wolkowyski,0.0,0.0,2002-03,29,BOS,7,0,24,2,4,2,3,0,1,1,4,0,1,1,1,0,0,1,3,5,.500,.667,.000,.250,.434,.500,F,wolkoru01"
"1055,Charles Claxton,0.0,0.0,1995-96,25,BOS,3,0,7,1,2,1,2,0,0,0,2,2,0,2,0,0,1,1,4,2,.500,.500,,.000,.347,.500,C,claxtch01"
"1056,Matt Ryan,0.0,0.0,2021-22,24,BOS,1,0,5,1,5,0,0,1,5,0,0,0,0,0,0,1,0,0,0,3,.200,,.200,,.300,.300,F,ryanma01"
"1057,Don Eliason,0.0,0.0,1946-47,28,BOS,1,,,0,1,0,1,,,0,0,,,,0,,,,1,0,.000,.000,,,.000,.000,F,eliasdo01"
"1058,Tony Dawson,0.0,0.0,1994-95,27,BOS,2,0,13,3,8,2,5,1,3,1,1,0,3,3,1,0,0,2,4,8,.375,.400,.333,1.000,.474,.438,F,dawsoto01"
"1059,Earl Tatum,0.0,0.0,1978-79,25,BOS,3,,38,8,20,8,20,,,4,5,1,3,4,1,0,1,3,7,20,.400,.400,,.800,.450,.400,G-F,tatumea01"
"1060,Zaid Abdul-Aziz,0.0,0.0,1977-78,31,BOS,2,,24,3,13,3,13,,,2,3,6,9,15,3,1,1,3,4,8,.231,.231,,.667,.279,.231,C-F,abdulza01"
"1061,Greg Kite,0.0,0.0,1983-84,22,BOS,35,1,197,30,66,30,66,0,0,5,16,27,35,62,7,1,5,20,42,65,.455,.455,,.313,.445,.455,C,kitegr01"
"1062,Payton Pritchard,0.0,0.0,2022-23,25,BOS,5,0,45,9,19,7,11,2,8,2,4,4,5,9,5,1,0,6,3,22,.474,.636,.250,.500,.530,.526,G,pritcpa01"
"1063,Dennis Awtrey,0.0,0.0,1978-79,30,BOS,23,,247,17,44,17,44,,,16,20,13,34,47,20,3,6,21,37,50,.386,.386,,.800,.473,.386,C,awtrede01"
"1064,Ed Mikan,0.0,0.0,1953-54,28,BOS,9,,71,8,24,8,24,,,5,9,,,20,3,,,,15,21,.333,.333,,.556,.376,.333,C-F,mikaned01"
"1065,Xavier Silas,0.0,0.0,2017-18,30,BOS,2,0,7,0,3,0,1,0,2,0,0,1,1,2,0,1,0,0,1,0,.000,.000,.000,,.000,.000,G,silasxa01"
"1066,Jameer Nelson,0.0,0.0,2014-15,32,BOS,6,1,121,9,41,4,16,5,25,6,9,3,14,17,33,7,0,9,13,29,.220,.250,.200,.667,.323,.280,G,nelsoja01"
"1067,Steve Kuberski,0.0,0.0,1977-78,30,BOS,3,,14,1,4,1,4,,,0,0,1,5,6,0,1,0,2,2,2,.250,.250,,,.250,.250,F-C,kuberst01"
"1068,A.J. Wynder,0.0,0.0,1990-91,26,BOS,6,0,39,3,12,3,11,0,1,6,8,1,2,3,8,1,0,4,1,12,.250,.273,.000,.750,.387,.250,G,wyndeaj01"
"1069,John Mahnken,0.0,0.0,1950-51,28,BOS,46,,,102,298,102,298,,,35,54,,,184,67,,,,152,239,.342,.342,,.648,.371,.342,C,mahnkjo01"
"1070,Jim Loscutoff,0.0,0.0,1963-64,33,BOS,53,,451,56,182,56,182,,,18,31,,,131,25,,,,90,130,.308,.308,,.581,.332,.308,F,loscuji01"
"1071,Marcus Landry,0.0,0.0,2009-10,24,BOS,1,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,.000,,.000,,.000,.000,F,landrma01"
"1072,Lou Tsioropoulos,0.0,0.0,1958-59,28,BOS,35,,488,60,190,60,190,,,25,33,,,110,20,,,,74,145,.316,.316,,.758,.354,.316,F,tsiorlo01"
"1073,Kelan Martin,0.0,0.0,2021-22,26,BOS,3,0,6,0,3,0,2,0,1,0,0,1,1,2,0,0,0,0,0,0,.000,.000,.000,,.000,.000,F,martike03"
"1074,Hank Beenders,-0.1,-0.1,1948-49,32,BOS,8,,,6,28,6,28,,,7,9,,,,3,,,,9,19,.214,.214,,.778,.297,.214,C-F,beendha01"
"1075,Joe Wolf,-0.1,-0.1,1992-93,28,BOS,2,0,9,0,1,0,1,0,0,1,2,1,2,3,0,0,1,2,2,1,.000,.000,,.500,.266,.000,F-C,wolfjo01"
"1076,Scott Wedman,-0.1,-0.1,1986-87,34,BOS,6,2,78,9,27,8,25,1,2,1,2,3,6,9,6,2,2,3,6,20,.333,.320,.500,.500,.359,.352,F-G,wedmasc01"
"1077,Larry Robinson,-0.1,-0.1,1991-92,24,BOS,1,0,6,1,5,1,5,0,0,0,0,2,0,2,1,0,0,1,3,2,.200,.200,,,.200,.200,F-G,robinla01"
"1078,Bud Olsen,-0.1,-0.1,1968-69,28,BOS,7,,43,7,19,7,19,,,0,6,,,14,4,,,,6,14,.368,.368,,.000,.323,.368,F-C,olsenbu01"
"1079,Don Chaney,-0.1,-0.1,1969-70,23,BOS,63,,839,115,320,115,320,,,82,109,,,152,72,,,,118,312,.359,.359,,.752,.424,.359,G,chanedo01"
"1080,Bob Bigelow,-0.1,-0.1,1977-78,24,BOS,4,,17,3,12,3,12,,,0,0,1,3,4,0,0,0,0,1,6,.250,.250,,,.250,.250,F-G,bigelbo01"
"1081,Conner Henry,-0.1,-0.1,1986-87,23,BOS,36,0,231,38,103,26,72,12,31,10,17,7,20,27,27,6,1,17,27,98,.369,.361,.387,.588,.444,.427,G,henryco01"
"1082,Vander Blue,-0.1,-0.1,2013-14,21,BOS,3,0,15,2,4,2,3,0,1,1,5,0,3,3,1,0,0,2,1,5,.500,.667,.000,.200,.403,.500,G,blueva01"
"1083,Norm Cook,-0.1,-0.1,1976-77,21,BOS,25,,138,27,72,27,72,,,9,17,10,17,27,5,10,3,,27,63,.375,.375,,.529,.396,.375,F,cookno01"
"1084,David Thirdkill,-0.1,-0.1,1986-87,26,BOS,17,0,89,10,24,10,23,0,1,5,16,5,14,19,2,2,0,5,12,25,.417,.435,.000,.313,.403,.417,F-G,thirdda01"
"1085,Steve Downing,-0.1,-0.1,1974-75,24,BOS,3,,9,0,2,0,2,,,0,2,0,2,2,0,0,0,,0,0,.000,.000,,.000,.000,.000,C,downist01"
"1086,Rick Carlisle,-0.1,-0.1,1984-85,25,BOS,38,0,179,26,67,26,65,0,2,15,17,8,13,21,25,3,0,19,21,67,.388,.400,.000,.882,.450,.388,G,carliri01"
"1087,Darko Miličić,-0.1,-0.1,2012-13,27,BOS,1,0,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,.000,.000,,,.000,.000,F-C,milicda01"
"1088,John Janisch,-0.1,-0.1,1947-48,27,BOS,3,,,1,7,1,7,,,1,2,,,,0,,,,3,3,.143,.143,,.500,.190,.143,F-G,janisjo01"
"1089,Michael Olowokandi,-0.1,-0.1,2006-07,31,BOS,24,0,234,19,46,19,46,0,0,2,3,14,34,48,5,8,13,17,48,40,.413,.413,,.667,.423,.413,C,olowomi01"
"1090,Kadeem Allen,-0.1,-0.1,2017-18,25,BOS,18,1,107,6,22,6,11,0,11,7,9,4,7,11,12,3,2,9,15,19,.273,.545,.000,.778,.366,.273,G,allenka01"
"1091,Skippy Whitaker,-0.1,-0.1,1954-55,24,BOS,3,,15,1,6,1,6,,,0,0,,,1,1,,,,4,2,.167,.167,,,.167,.167,G,whitask01"
"1092,Stojko Vranković,-0.1,-0.1,1990-91,27,BOS,31,0,166,24,52,24,52,0,0,10,18,15,36,51,4,1,29,24,43,58,.462,.462,,.556,.484,.462,C,vrankst01"
"1093,Michael Olowokandi,-0.1,-0.1,2005-06,30,BOS,16,0,167,20,45,20,45,0,0,5,8,5,36,41,6,3,6,14,22,45,.444,.444,,.625,.464,.444,C,olowomi01"
"1094,Juancho Hernangómez,-0.1,-0.1,2021-22,26,BOS,18,0,96,5,27,2,9,3,18,6,9,9,16,25,3,4,2,6,7,19,.185,.222,.167,.667,.307,.241,F,hernaju01"
"1095,Earl Shannon,-0.1,-0.1,1948-49,27,BOS,5,,,2,11,2,11,,,1,4,,,,4,,,,2,5,.182,.182,,.250,.196,.182,G-F,shannea01"
"1096,Frank Brickowski,-0.1,-0.1,1996-97,37,BOS,17,2,255,32,73,25,53,7,20,10,14,6,28,34,15,5,4,19,42,81,.438,.472,.350,.714,.512,.486,F-C,brickfr01"
"1097,Alaa Abdelnaby,-0.1,-0.1,1993-94,25,BOS,13,0,159,24,55,24,55,0,0,16,25,12,34,46,3,2,3,17,20,64,.436,.436,,.640,.485,.436,F-C,abdelal01"
"1098,Garfield Smith,-0.1,-0.1,1971-72,26,BOS,26,,134,28,66,28,66,,,6,31,,,37,8,,,,22,62,.424,.424,,.194,.389,.424,C-F,smithga01"
"1099,Steve Downing,-0.1,-0.1,1973-74,23,BOS,24,,137,21,64,21,64,,,22,38,14,25,39,11,5,0,,33,64,.328,.328,,.579,.396,.328,C,downist01"
"1100,Bill Walton,-0.1,-0.1,1986-87,34,BOS,10,0,112,10,26,10,26,0,0,8,15,11,20,31,9,1,10,15,23,28,.385,.385,,.533,.429,.385,C-F,waltobi01"
"1101,Otis Birdsong,-0.1,-0.1,1988-89,33,BOS,13,0,108,18,36,17,33,1,3,0,2,4,9,13,9,3,1,12,10,37,.500,.515,.333,.000,.502,.514,G,birdsot01"
"1102,Joseph Forte,-0.1,-0.1,2001-02,20,BOS,8,0,39,1,12,1,9,0,3,4,4,1,5,6,6,2,0,3,1,6,.083,.111,.000,1.000,.218,.083,G,fortejo01"
